Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls
2019,Ishan Kishan,7,0,101,28,16.83,100,101,0,0,8,4,2,0,7,0,0,0,0,0,0,0,0,0
2018,Ishan Kishan,14,0,275,62,22.91,184,149.45,0,2,22,17,9,2,14,0,0,0,0,0,0,0,0,0
2017,Ishan Kishan,11,0,277,61,27.7,206,134.46,0,1,29,13,3,0,11,0,0,0,0,0,0,0,0,0
2016,Ishan Kishan,5,0,42,27,8.4,41,102.43,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0
2024,N. Tilak Varma,1,0,25,25,25,19,131.58,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
2023,N. Tilak Varma,11,3,343,84*,42.88,209,164.11,0,1,26,23,4,0,11,6,7,0,0/7,0,7.00,0,0,0
2022,N. Tilak Varma,14,3,397,61,36.09,303,131.02,0,2,29,16,10,0,14,12,13,0,0/6,0,6.50,0,0,0
2024,Tim David,1,0,11,11,11,10,110,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,Tim David,16,6,231,45*,25.67,146,158.22,0,0,12,15,10,0,16,0,0,0,0,0,0,0,0,0
2022,Tim David,8,3,186,46,37.2,86,216.28,0,0,12,16,6,0,8,0,0,0,0,0,0,0,0,0
2021,Tim David,1,0,1,1,1,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Vishnu Vinod,3,0,37,30,12.33,31,119.35,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0
2017,Vishnu Vinod,3,0,19,9,6.33,26,73.07,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0
2024,Hardik Pandya,1,0,11,11,11,4,275,0,0,1,1,1,0,1,18,30,0,0/30,0,10.00,0,0,0
2023,Hardik Pandya,16,4,346,66,31.45,253,136.76,0,2,26,15,8,0,16,150,228,3,1/10,76.00,9.12,50.00,0,0
2022,Hardik Pandya,15,4,487,87*,44.27,371,131.27,0,4,49,12,4,0,15,183,222,8,3/17,27.75,7.28,22.88,0,0
2021,Hardik Pandya,12,2,127,40*,14.11,112,113.39,0,0,11,5,4,0,12,0,0,0,0,0,0,0,0,0
2020,Hardik Pandya,14,5,281,60*,35.12,157,178.98,0,1,14,25,6,0,14,0,0,0,0,0,0,0,0,0
2019,Hardik Pandya,16,6,402,91,44.66,210,191.42,0,1,28,29,11,0,16,255,390,14,3/20,27.85,9.17,18.21,0,0
2018,Hardik Pandya,13,4,260,50,28.88,195,133.33,0,1,20,11,8,0,13,256,381,18,3/24,21.16,8.92,14.22,0,0
2017,Hardik Pandya,17,9,250,35*,35.71,160,156.25,0,0,11,20,12,0,17,156,213,6,2/22,35.50,8.19,26.00,0,0
2016,Hardik Pandya,11,2,44,9,6.28,63,69.84,0,0,4,0,6,0,11,100,153,3,1/7,51.00,9.18,33.33,0,0
2015,Hardik Pandya,9,3,112,61*,22.4,62,180.64,0,1,9,8,6,0,9,102,176,1,1/13,176.00,10.35,102.00,0,0
2023,Arjun Tendulkar,4,0,13,13,13,9,144.44,0,0,0,1,0,0,4,59,92,3,1/9,30.67,9.36,19.67,0,0
2021,Mohammad Nabi,3,0,34,17,11.33,20,170,0,0,3,2,5,0,3,48,86,2,2/32,43.00,10.75,24.00,0,0
2020,Mohammad Nabi,1,1,11,11*,0,8,137.5,0,0,2,0,0,0,1,24,23,0,0/23,0,5.75,0,0,0
2019,Mohammad Nabi,8,1,115,31,19.16,76,151.31,0,0,8,7,6,0,8,175,194,8,4/11,24.25,6.65,21.87,1,0
2018,Mohammad Nabi,2,0,18,14,9,12,150,0,0,3,0,0,0,2,30,47,1,1/23,47.00,9.4,30.00,0,0
2017,Mohammad Nabi,3,0,2,2,2,3,66.66,0,0,0,0,0,0,3,66,58,2,1/13,29.00,5.27,33.00,0,0
2023,Romario Shepherd,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,Romario Shepherd,3,1,58,26*,29,41,141.46,0,0,2,5,0,0,3,54,98,3,2/42,32.67,10.89,18.00,0,0
2024,Shams Mulani,1,1,1,1*,0,1,100,0,0,0,0,0,0,1,18,24,0,0/24,0,8,0,0,0
2023,Nehal Wadhera,14,1,241,64,26.78,166,145.18,0,2,23,12,4,0,14,0,0,0,0,0,0,0,0,0
2024,Gerald Coetzee,1,0,1,1,1,3,33.33,0,0,0,0,0,0,1,24,27,2,2/27,13.5,6.75,12,0,0
No stats,Anshul Kamboj,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Naman Dhir,1,0,20,20,20,10,200,0,0,3,1,1,0,1,6,13,0,0/13,0,13,0,0,0
No stats,Shivalik Sharma,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Jasprit Bumrah,1,1,1,1*,0,1,100,0,0,0,0,0,0,1,24,14,3,3/14,4.67,3.5,8,0,0
2022,Jasprit Bumrah,14,4,0,0*,0.00,8,0,0,0,0,0,2,0,14,320,383,15,5/10,25.53,7.18,21.33,0,1
2021,Jasprit Bumrah,14,5,16,5*,8.00,17,94.11,0,0,2,0,4,0,14,330,410,21,3/36,19.52,7.45,15.71,0,0
2020,Jasprit Bumrah,15,1,5,5*,0.00,3,166.66,0,0,0,0,0,0,15,360,404,27,4/14,14.96,6.73,13.33,2,0
2019,Jasprit Bumrah,16,3,0,0*,0.00,1,0,0,0,0,0,2,0,16,370,409,19,3/20,21.52,6.63,19.47,0,0
2018,Jasprit Bumrah,14,2,10,6*,10.00,11,90.9,0,0,1,0,4,0,14,324,372,17,3/15,21.88,6.88,19.05,0,0
2017,Jasprit Bumrah,16,1,17,16*,17.00,12,133.33,0,0,0,1,2,0,16,356,439,20,3/7,21.95,7.39,17.8,0,0
2016,Jasprit Bumrah,14,1,8,6,8.00,11,72.72,0,0,1,0,1,0,14,312,406,15,3/13,27.06,7.8,20.8,0,0
2015,Jasprit Bumrah,4,1,0,0,0.00,0,0,0,0,0,0,0,0,4,90,184,3,1/38,61.33,12.26,30,0,0
2014,Jasprit Bumrah,11,2,1,1*,0.00,3,33.33,0,0,0,0,0,0,11,238,301,5,2/22,60.2,7.58,47.6,0,0
2013,Jasprit Bumrah,2,0,0,0,0.00,0,0,0,0,0,0,0,0,2,42,70,3,3/32,23.33,10,14,0,0
2023,Kumar Kartikeya Singh,8,0,6,6,6,7,85.71,0,0,1,0,1,0,8,156,227,5,2/37,45.4,8.73,31.2,0,0
2022,Kumar Kartikeya Singh,4,0,3,3,3,5,60,0,0,0,0,0,0,4,78,102,5,2/22,20.4,7.85,15.6,0,0
2024,Piyush Chawla,1,0,0,0,0,1,0,0,0,0,0,0,0,1,18,31,1,1/31,31,10.33,18,0,0
2023,Piyush Chawla,16,2,25,18,12.5,22,113.64,0,0,1,1,1,0,16,366,495,22,3/22,22.5,8.11,16.64,0,0
2021,Piyush Chawla,1,0,0,0*,0,2,0,0,0,0,0,0,0,1,24,38,1,1/38,38,9.5,24,0,0
2019,Piyush Chawla,13,2,42,14*,14,37,113.51,0,0,4,2,5,0,13,267,399,10,3/20,39.9,8.96,26.7,0,0
2018,Piyush Chawla,15,3,27,12,6.75,34,79.41,0,0,1,1,4,0,15,294,412,14,3/48,29.42,8.4,21,0,0
2017,Piyush Chawla,6,0,2,2,2,6,33.33,0,0,0,0,1,0,6,120,179,6,2/34,29.83,8.95,20,0,0
2016,Piyush Chawla,12,0,27,11,9,26,103.84,0,0,4,0,3,0,12,212,273,11,2/21,24.81,7.72,19.27,0,0
2015,Piyush Chawla,13,4,54,22,13.5,47,114.89,0,0,5,2,2,0,13,210,269,11,4/32,24.45,7.68,19.09,1,0
2014,Piyush Chawla,11,2,31,17*,10.33,19,163.15,0,0,4,1,3,0,11,237,303,14,3/19,21.64,7.67,16.92,0,0
2013,Piyush Chawla,16,5,64,23,10.66,57,112.28,0,0,5,3,1,0,16,350,418,11,2/20,38,7.16,31.81,0,0
2012,Piyush Chawla,16,4,106,21*,13.25,88,120.45,0,0,9,4,3,0,16,342,419,16,3/18,26.18,7.35,21.37,0,0
2011,Piyush Chawla,12,3,48,15,16,55,87.27,0,0,2,2,3,0,12,248,336,16,4/17,21,8.12,15.5,1,0
2010,Piyush Chawla,14,1,62,22,12.4,60,103.33,0,0,7,0,3,0,14,294,367,12,3/24,30.58,7.48,24.5,0,0
2009,Piyush Chawla,14,5,31,8*,6.2,36,86.11,0,0,3,0,6,0,14,269,308,12,2/22,25.66,6.86,22.41,0,0
2008,Piyush Chawla,15,3,90,24*,22.5,59,152.54,0,0,10,3,6,0,15,281,389,17,3/25,22.88,8.3,16.52,0,0
2020,Piyush Chawla,0,0,0,0,0,0,0,0,0,0,0,0,0,7,126,191,6,2/33,31.83,9.09,21,0,0
2023,Akash Madhwal,8,0,0,0,0,0,0,0,0,0,0,0,0,8,153,219,14,5/5,15.64,8.59,10.93,1,1
2024,Luke Wood,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,25,0,0/25,0,12.5,0,0,0
No stats,Dilshan Madushanka,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2022,Shreyas Gopal,1,1,9,9*,0,7,128.57,0,0,2,0,0,0,1,18,34,1,1/34,34.00,11.33,18.00,0,0
2021,Shreyas Gopal,3,1,7,7*,7.00,5,140,0,0,0,1,0,0,3,42,84,0,0/9,0,12,0,0,0
2020,Shreyas Gopal,14,1,37,23*,9.25,39,94.87,0,0,3,0,2,0,14,300,427,10,2/28,42.70,8.54,30.00,0,0
2019,Shreyas Gopal,14,3,63,19*,15.75,46,136.95,0,0,8,1,5,0,14,288,347,20,3/12,17.35,7.22,14.40,0,0
2018,Shreyas Gopal,11,1,50,24,16.66,45,111.11,0,0,5,0,3,0,11,186,236,11,4/16,21.45,7.61,16.90,1,0
2016,Shreyas Gopal,1,0,2,2,2.00,16,12.5,0,0,0,0,0,0,1,18,18,0,0/18,0,6,0,0,0
2015,Shreyas Gopal,1,1,1,1*,0.00,1,100,0,0,0,0,0,0,1,13,23,1,1/23,23.00,10.61,13.00,0,0
2014,Shreyas Gopal,4,0,11,11,11.00,10,110,0,0,1,0,1,0,4,84,113,6,2/25,18.83,8.07,14.00,0,0
No stats,Nuwan Thushara,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Shikhar Dhawan,2,0,67,45,33.5,53,126.42,0,0,9,1,0,0,2,0,0,0,0,0,0,0,0,0
2023,Shikhar Dhawan,11,2,373,99*,41.44,261,142.91,0,3,49,12,4,0,11,0,0,0,0,0,0,0,0,0
2022,Shikhar Dhawan,14,2,460,88*,38.33,375,122.67,0,3,47,12,10,0,14,0,0,0,0,0,0,0,0,0
2021,Shikhar Dhawan,16,1,587,92,39.13,471,124.62,0,3,63,16,9,0,16,0,0,0,0,0,0,0,0,0
2020,Shikhar Dhawan,17,3,618,106*,44.14,427,144.73,2,4,67,12,5,0,17,0,0,0,0,0,0,0,0,0
2019,Shikhar Dhawan,16,1,521,97*,34.73,384,135.67,0,5,64,11,5,0,16,0,0,0,0,0,0,0,0,0
2018,Shikhar Dhawan,16,3,497,92*,38.23,363,136.91,0,4,59,14,12,0,16,0,0,0,0,0,0,0,0,0
2017,Shikhar Dhawan,14,1,479,77,36.84,376,127.39,0,3,53,9,7,0,14,0,0,0,0,0,0,0,0,0
2016,Shikhar Dhawan,17,4,501,82*,38.53,429,116.78,0,4,51,8,5,0,17,0,0,0,0,0,0,0,0,0
2015,Shikhar Dhawan,14,1,353,54,27.15,286,123.42,0,3,45,6,6,0,14,0,0,0,0,0,0,0,0,0
2014,Shikhar Dhawan,14,1,377,64*,29,319,118.18,0,2,49,7,5,0,14,0,0,0,0,0,0,0,0,0
2013,Shikhar Dhawan,10,2,311,73*,38.87,253,122.92,0,3,37,5,6,0,10,0,27,0,0,0,0,0,0,0
2012,Shikhar Dhawan,15,1,569,84,40.64,439,129.61,0,5,58,18,5,0,15,36,55,3,1/8,18.33,9.16,12.00,0,0
2011,Shikhar Dhawan,14,2,400,95*,33.33,310,129.03,0,2,47,7,6,0,14,12,11,1,1/7,11.00,5.50,12.00,0,0
2010,Shikhar Dhawan,10,0,191,56,19.1,170,112.35,0,2,23,3,4,0,10,0,0,0,0,0,0,0,0,0
2009,Shikhar Dhawan,5,0,40,22,10,45,88.88,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0
2008,Shikhar Dhawan,14,5,340,68*,37.77,295,115.25,0,4,35,8,8,0,14,0,0,0,0,0,0,0,0,0
2024,Jitesh Sharma,2,0,36,27,18,29,124.14,0,0,2,2,4,0,2,0,0,0,0,0,0,0,0,0
2023,Jitesh Sharma,14,1,309,49*,23.77,198,156.06,0,0,22,21,3,2,14,0,0,0,0,0,0,0,0,0
2022,Jitesh Sharma,12,2,234,44,29.25,143,163.64,0,0,22,12,9,2,12,0,0,0,0,0,0,0,0,0
2024,Jonny Bairstow,2,0,17,9,8.5,9,188.89,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0
2022,Jonny Bairstow,11,0,253,66,23,175,144.57,0,2,34,9,2,0,11,0,0,0,0,0,0,0,0,0
2021,Jonny Bairstow,7,1,248,63*,41.33,175,141.71,0,2,20,15,2,1,7,0,0,0,0,0,0,0,0,0
2020,Jonny Bairstow,11,0,345,97,31.36,272,126.83,0,3,31,13,7,1,11,0,0,0,0,0,0,0,0,0
2019,Jonny Bairstow,10,2,445,114,55.62,283,157.24,1,2,48,18,9,2,10,0,0,0,0,0,0,0,0,0
2024,Prabhsimran Singh,2,0,51,26,25.5,34,150,0,0,7,2,0,0,2,0,0,0,0,0,0,0,0,0
2023,Prabhsimran Singh,14,0,358,103,25.57,238,150.42,1,1,38,19,1,0,14,0,0,0,0,0,0,0,0,0
2022,Prabhsimran Singh,1,0,14,14,14,11,127.27,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,Prabhsimran Singh,2,0,19,12,9.5,23,82.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Prabhsimran Singh,2,0,15,11,7.5,15,100,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
2019,Prabhsimran Singh,1,0,16,16,16,17,94.11,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2024,Liam Livingstone,2,1,55,38*,55,34,161.76,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0
2023,Liam Livingstone,9,1,279,94,34.88,171,163.16,0,2,20,19,4,0,9,42,94,2,1/19,47.00,13.43,21.00,0,0
2022,Liam Livingstone,14,2,437,70,36.42,240,182.08,0,4,29,34,6,0,14,138,202,6,3/27,33.67,8.78,23.00,0,0
2021,Liam Livingstone,5,0,42,25,8.4,41,102.43,0,0,3,1,3,0,5,0,0,0,0,0,0,0,0,0
2019,Liam Livingstone,4,1,70,44,23.33,48,145.83,0,0,6,5,4,0,4,6,13,0,0/13,0,13.00,0,0,0
2023,Harpreet Bhatia,3,0,76,41,25.33,59,128.81,0,0,8,3,1,0,3,0,0,0,0,0,0,0,0,0
2012,Harpreet Bhatia,1,0,6,6,6,6,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,Harpreet Bhatia,2,1,14,13,14,20,70,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2010,Harpreet Bhatia,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,Rilee Rossouw,9,2,209,82*,29.86,141,148.23,0,1,17,11,3,0,9,0,0,0,0,0,0,0,0,0
2015,Rilee Rossouw,2,0,14,14,7,10,140,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0
2014,Rilee Rossouw,3,0,39,24,13,41,95.12,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0
2024,Shashank Singh,2,1,21,21*,21,9,233.33,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0
2022,Shashank Singh,10,1,69,25*,17.25,47,146.81,0,0,5,4,3,0,10,12,20,0,0/10,0,10.00,0,0,0
2021,Chris Woakes,3,1,15,15*,0,11,136.36,0,0,2,0,0,0,3,66,82,5,2/18,16.4,7.45,13.2,0,0
2018,Chris Woakes,5,2,17,11,8.5,19,89.47,0,0,1,1,1,0,5,110,190,8,3/36,23.75,10.36,13.75,0,0
2017,Chris Woakes,13,3,46,18,11.5,47,97.87,0,0,4,1,6,0,13,264,386,17,3/6,22.7,8.77,15.52,0,0
No stats,Vishwanath Pratap Singh,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
No stats,Ashutosh Sharma,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
No stats,Tanay Thyagarajann,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2023,Atharva Taide,7,0,186,66,26.57,129,144.19,0,2,20,6,5,0,7,0,0,0,0,0,0,0,0,0
2023,Rishi Dhawan,6,1,20,19,10,12,166.67,0,0,1,1,3,0,6,42,60,1,1/20,60,8.57,42,0,0
2022,Rishi Dhawan,6,2,37,21*,18.5,40,92.5,0,0,4,2,2,0,6,114,156,6,2/36,26,8.21,19,0,0
2016,Rishi Dhawan,2,2,14,11*,0,6,233.33,0,0,0,1,0,0,2,42,56,2,1/21,28,8,21,0,0
2015,Rishi Dhawan,5,3,36,25*,18,33,109.09,0,0,2,2,0,0,5,72,110,1,1/12,110,9.16,72,0,0
2014,Rishi Dhawan,13,4,82,23*,41,75,109.33,0,0,8,1,3,0,13,284,365,13,2/14,28.07,7.71,21.84,0,0
2013,Rishi Dhawan,6,1,21,14,7,21,100,0,0,3,0,3,0,6,90,109,2,1/6,54.5,7.26,45,0,0
2024,Sam Curran,2,0,86,63,43,64,134.38,0,1,9,1,1,0,2,24,40,1,1/30,40,10,24,0,0
2023,Sam Curran,14,3,276,55,27.6,203,135.96,0,1,20,13,5,0,14,287,489,10,3/31,48.9,10.22,28.7,0,0
2021,Sam Curran,9,1,56,34,18.66,29,193.1,0,0,5,3,1,0,9,198,328,9,3/34,36.44,9.93,22,0,0
2020,Sam Curran,14,3,186,52,23.25,141,131.91,0,1,12,12,7,0,14,252,344,13,3/19,26.46,8.19,19.38,0,0
2019,Sam Curran,9,4,95,55*,23.75,55,172.72,0,1,13,3,2,0,9,198,323,10,4/11,32.3,9.78,19.8,1,0
2023,Sikandar Raza,7,2,139,57,27.8,98,141.84,0,1,10,6,5,0,7,72,119,3,1/19,39.67,9.92,24,0,0
No stats,Shivam singh,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
No stats,Prince Choudhary,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Harpreet Brar,2,2,4,2*,0,4,100,0,0,0,0,2,0,2,42,27,3,2/13,9.00,3.86,14.00,0,0
2023,Harpreet Brar,13,2,52,17*,8.67,41,126.83,0,0,5,2,2,0,13,163,218,9,4/30,24.22,8.02,18.11,1,0
2022,Harpreet Brar,5,0,22,14,7.33,25,88,0,0,1,2,3,0,5,96,146,4,3/26,36.50,9.13,24.00,0,0
2021,Harpreet Brar,7,5,64,25*,0.00,58,110.34,0,0,3,2,2,0,7,138,139,5,3/19,27.80,6.04,27.60,0,0
2020,Harpreet Brar,1,0,0,0,0.00,0,0,0,0,0,0,0,0,1,24,41,0,0/41,0,10.25,0,0,0
2019,Harpreet Brar,2,1,20,20*,0.00,12,166.66,0,0,2,1,0,0,2,30,48,0,0/24,0,9.6,0,0,0
2024,Arshdeep Singh,2,0,0,0,0,0,0,0,0,0,0,0,0,2,44,68,2,2/28,34,9.27,22,0,0
2023,Arshdeep Singh,14,2,2,2*,0,2,100.00,0,0,0,0,1,0,14,305,493,17,4/29,29,9.7,17.94,1,0
2022,Arshdeep Singh,14,3,21,10*,7.00,29,72.41,0,0,3,0,4,0,14,300,385,10,3/37,38.5,7.7,30,0,0
2021,Arshdeep Singh,12,2,2,1*,0.00,3,66.66,0,0,0,0,4,0,12,248,342,18,5/32,19,8.27,13.77,0,1
2020,Arshdeep Singh,8,0,0,0*,0.00,3,0.00,0,0,0,0,2,0,8,149,218,9,3/23,24.22,8.77,16.55,0,0
2019,Arshdeep Singh,3,0,0,0,0.00,0,0.00,0,0,0,0,0,0,3,60,109,3,2/43,36.33,10.9,20,0,0
2024,Kagiso Rabada,2,0,0,0,0,0,0,0,0,0,0,0,0,2,48,59,3,2/23,19.67,7.38,16,0,0
2023,Kagiso Rabada,6,1,0,0,0.00,2,0.00,0,0,0,0,0,0,6,138,232,7,2/34,33.14,10.09,19.71,0,0
2022,Kagiso Rabada,13,3,48,25,9.60,43,111.63,0,0,5,2,2,0,13,288,406,23,4/33,17.65,8.46,12.52,2,0
2021,Kagiso Rabada,15,2,13,9*,13.00,6,216.66,0,0,2,0,9,0,15,336,456,15,3/36,30.4,8.14,22.4,0,0
2020,Kagiso Rabada,17,4,56,15*,14.00,49,114.28,0,0,4,2,8,0,17,394,548,30,4/24,18.26,8.34,13.13,2,0
2019,Kagiso Rabada,12,1,14,9,4.66,15,93.33,0,0,0,1,6,0,12,282,368,25,4/21,14.72,7.82,11.28,2,0
2017,Kagiso Rabada,6,0,55,44,18.33,64,85.93,0,0,5,1,0,0,6,128,188,6,2/20,31.33,8.81,21.33,0,0
2023,Nathan Ellis,10,0,1,1,0.5,7,14.29,0,0,0,0,2,0,10,228,339,13,4/30,26.08,8.92,17.54,1,0
2022,Nathan Ellis,2,0,0,0,0,2,0,0,0,0,0,1,0,2,36,55,3,3/40,18.33,9.17,12,0,0
2021,Nathan Ellis,3,1,18,12,18,16,112.5,0,0,0,1,0,0,3,72,98,1,1/12,98,8.16,72,0,0
2024,Rahul Chahar,2,0,0,0,0,0,0,0,0,0,0,1,0,2,30,49,1,1/33,49,9.8,30,0,0
2023,Rahul Chahar,14,1,0,0,0.00,9,0.00,0,0,0,0,4,0,14,298,385,8,2/16,48.13,7.75,37.25,0,0
2022,Rahul Chahar,13,2,77,25*,12.83,68,113.24,0,0,7,4,5,0,13,280,360,14,3/25,25.71,7.71,20,0,0
2021,Rahul Chahar,11,0,14,8,2.80,15,93.33,0,0,1,0,3,0,11,258,318,13,4/27,24.46,7.39,19.84,1,0
2020,Rahul Chahar,15,1,2,2*,0.00,4,50.00,0,0,0,0,4,0,15,318,433,15,2/18,28.86,8.16,21.2,0,0
2019,Rahul Chahar,13,2,12,10,6.00,11,109.09,0,0,2,0,3,0,13,282,308,13,3/19,23.69,6.55,21.69,0,0
2017,Rahul Chahar,3,1,3,3*,0.00,2,150.00,0,0,0,0,1,0,3,42,58,2,1/26,29,8.28,21,0,0
No stats,Vidwath Kaverappa,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Harshal Patel,2,0,0,0,0,0,0,0,0,0,0,0,0,2,48,92,3,2/47,30.67,11.5,16,0,0
2023,Harshal Patel,13,0,6,6,3.00,6,100.00,0,0,0,1,2,0,13,282,454,14,3/32,32.43,9.66,20.14,0,0
2022,Harshal Patel,15,3,43,11,8.60,39,110.26,0,0,4,2,3,0,15,321,410,19,4/34,21.58,7.66,16.89,1,0
2021,Harshal Patel,15,4,59,31,14.75,46,128.26,0,0,6,2,3,0,15,338,459,32,5/27,14.34,8.14,10.56,1,1
2020,Harshal Patel,5,0,21,16,10.50,24,87.50,0,0,2,0,1,0,5,90,134,3,2/34,44.66,8.93,30,0,0
2019,Harshal Patel,2,1,0,0*,0.00,2,0.00,0,0,0,0,0,0,2,48,77,2,2/40,38.5,9.62,24,0,0
2018,Harshal Patel,5,1,60,36*,60.00,33,181.81,0,0,1,6,0,0,5,105,167,7,3/28,23.85,9.54,15,0,0
2017,Harshal Patel,1,0,0,0,0.00,0,0.00,0,0,0,0,0,0,1,24,43,3,3/43,14.33,10.75,8,0,0
2016,Harshal Patel,5,1,0,0,0.00,0,0.00,0,0,0,0,2,0,5,84,147,1,1/46,147,10.5,84,0,0
2015,Harshal Patel,15,2,19,9*,3.80,12,158.33,0,0,0,2,1,0,15,263,328,17,2/12,19.29,7.48,15.47,0,0
2014,Harshal Patel,3,1,13,6,6.50,7,185.71,0,0,1,1,0,0,3,66,113,4,2/56,28.25,10.27,16.5,0,0
2012,Harshal Patel,12,1,15,10,7.50,15,100.00,0,0,1,0,8,0,12,246,340,9,2/24,37.77,8.29,27.33,0,0
2024,Sanju Samson,1,1,82,82*,0,52,157.69,0,1,3,6,0,0,1,0,0,0,0,0,0,0,0,0
2023,Sanju Samson,14,2,362,66*,30.17,236,153.39,0,3,25,24,3,3,14,0,0,0,0,0,0,0,0,0
2022,Sanju Samson,17,1,458,55,28.63,312,146.79,0,2,43,26,14,2,17,0,0,0,0,0,0,0,0,0
2021,Sanju Samson,14,2,484,119,40.33,354,136.72,1,2,45,17,7,4,14,0,0,0,0,0,0,0,0,0
2020,Sanju Samson,14,1,375,85,28.84,236,158.89,0,3,21,26,9,2,14,0,0,0,0,0,0,0,0,0
2019,Sanju Samson,12,2,342,102*,34.20,230,148.69,1,0,28,13,4,1,12,0,0,0,0,0,0,0,0,0
2018,Sanju Samson,15,1,441,92*,31.50,320,137.81,0,3,30,19,5,0,15,0,0,0,0,0,0,0,0,0
2017,Sanju Samson,14,0,386,102,27.57,273,141.39,1,2,32,19,4,0,14,0,0,0,0,0,0,0,0,0
2016,Sanju Samson,14,3,291,60,26.45,259,112.35,0,1,20,8,3,1,14,0,0,0,0,0,0,0,0,0
2015,Sanju Samson,14,1,204,76,20.40,163,125.15,0,1,16,8,9,0,14,0,0,0,0,0,0,0,0,0
2014,Sanju Samson,13,0,339,74,26.07,273,124.17,0,2,25,17,5,2,13,0,0,0,0,0,0,0,0,0
2013,Sanju Samson,11,2,206,63,25.75,178,115.73,0,1,19,5,13,0,11,0,0,0,0,0,0,0,0,0
2024,Jos Buttler,1,0,11,11,11,9,122.22,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2023,Jos Buttler,14,0,392,95,28,282,139.01,0,4,42,14,9,0,14,0,0,0,0,0,0,0,0,0
2022,Jos Buttler,17,2,863,116,57.53,579,149.05,4,4,83,45,9,0,17,0,0,0,0,0,0,0,0,0
2021,Jos Buttler,7,0,254,124,36.28,166,153.01,1,0,27,13,3,0,7,0,0,0,0,0,0,0,0,0
2020,Jos Buttler,13,2,328,70*,32.8,227,144.49,0,2,27,16,6,0,13,0,0,0,0,0,0,0,0,0
